"School District",SchoolName,Enrollment,AvgDailyAtt,FreeApps,ReducedApps,"Total F/R Apps","F/R ADA","F/R %","Paid ADA",LunchDays,LunchPaid,LunchFree,LunchReduced,"Total F/R Lunches","Total Lunches","Lunch ADP","Total Lunch Participation","F/R Lunch ADP","F/R Lunch Participation","Paid Lunch ADP","Paid Lunch Participation",BreakfastDays,BrkPaid,BrkFree,BrkReduced,BrkSvrNeedFree,BrkSvrNeedReduced,"Total F/R Breakfasts","Total Breakfasts","Breakfast ADP","Total Breakfast Participation","F/R Breakfast ADP","F/R Breakfast Participation","Paid Breakfast ADP","Paid Breakfast Participation","How many kids eligible for F/R ate lunch but not school breakfast?","Percentage of students eligible for F/R meals who eat both breakfast and lunch ","MSBC Goal","Breakfast ADP needed to reach goal ","Increase in breakfast ADP to reach goal ","Progress toward achieving MSBC goal","Breakfast Paid %","Breakfast Free %","Breakfast Reduced %","Breakfast Severe Free %","Breakfast Severe Reduced %","Estimated additional annual revenue if MSBC goal reached","CEP Eligible",County
"Andover Public Schools","ANDOVER WEST MIDDLE SCHOOL",536,515,57,13,70,67.25746268656717,0.13059701492537312,447.7425373134328,18,3325,522,141,663,3988,221.55555555555554,0.4302049622437972,36.833333333333336,0.5476467868700878,184.72222222222223,0.4125634864415647,18,725,207,31,0,0,238,963,53.5,0.10388349514563107,13.222222222222221,0.19659115426105717,40.27777777777778,0.08995745193086749,23.611111111111114,0.3589743589743589,0.25,129,75.5,0.41472868217054265,0.7528556593977155,0.21495327102803738,0.032191069574247146,0,0,8070.738317757008,"Not Eligible",
"Andover Public Schools","BANCROFT ELEMENTARY",587,564,44,10,54,51.88415672913117,0.0919931856899489,512.1158432708688,18,4541,520,152,672,5213,289.6111111111111,0.51349487785658,37.333333333333336,0.7195517030032398,252.27777777777777,0.4926185766222092,18,352,150,19,0,0,169,521,28.944444444444443,0.05131993695823483,9.38888888888889,0.18095868721361238,19.555555555555557,0.03818580466219283,27.944444444444446,0.25148809523809523,0.25,141,112.05555555555556,0.2052797478329393,0.6756238003838771,0.28790786948176583,0.036468330134357005,0,0,13795.738003838771,"Not Eligible",
"Andover Public Schools","DOHERTY MIDDLE SCHOOL",564,541,34,13,47,45.083333333333336,0.08333333333333333,495.9166666666667,16,2922,334,125,459,3381,211.3125,0.39059611829944546,28.6875,0.6363216266173752,182.625,0.36825743572508823,18,189,59,3,0,0,62,251,13.944444444444445,0.025775313205997127,3.4444444444444446,0.07640172520024646,10.5,0.02117291211561082,25.243055555555557,0.12006778019849916,0.25,135,121.05555555555556,0.10329218106995885,0.7529880478087649,0.2350597609561753,0.01195219123505976,0,0,12804.880478087647,"Not Eligible",
"Andover Public Schools","HENRY C SANBORN ELEM",388,372,42,2,44,42.18556701030928,0.1134020618556701,329.8144329896907,18,2722,435,2,437,3159,175.5,0.4717741935483871,24.27777777777778,0.5754996198544586,151.22222222222223,0.45850698785807564,18,306,76,3,0,0,79,385,21.38888888888889,0.05749701314217443,4.388888888888889,0.10403768871510809,17,0.0515441360340085,19.88888888888889,0.18077803203661327,0.25,93,71.61111111111111,0.22998805256869773,0.7948051948051948,0.1974025974025974,0.007792207792207792,0,0,6938.8376623376635,"Not Eligible",
"Andover Public Schools","HIGH PLAINS ELEMENTARY",524,503,45,7,52,49.916030534351144,0.09923664122137404,453.08396946564886,18,4291,507,92,599,4890,271.6666666666667,0.5400927766732936,33.27777777777778,0.6666751626990196,238.38888888888889,0.5261472595687644,18,829,168,38,0,0,206,1035,57.5,0.1143141153081511,11.444444444444445,0.22927392907512192,46.05555555555556,0.10164905107958651,21.833333333333336,0.34390651085141904,0.25,126,68.5,0.45634920634920634,0.8009661835748793,0.16231884057971013,0.03671497584541063,0,0,6657.008695652173,"Not Eligible",
"Andover Public Schools",SHAWSHEEN,103,99,14,5,19,18.262135922330096,0.18446601941747573,80.73786407766991,16,265,58,23,81,346,21.625,0.21843434343434343,5.0625,0.2772129186602871,16.5625,0.2051391895141895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0625,0,0.25,25,25,0,0,0,0,0,0,0,"Not Eligible",
"Andover Public Schools","SOUTH ELEMENTARY",493,473,17,12,29,27.823529411764703,0.058823529411764705,445.17647058823525,16,3544,169,126,295,3839,239.9375,0.5072674418604651,18.4375,0.6626585623678648,221.5,0.4975554968287527,18,303,32,21,0,0,53,356,19.77777777777778,0.04181348367394879,2.9444444444444446,0.10582569884895468,16.833333333333332,0.037812720225510923,15.493055555555555,0.15969868173258006,0.25,118,98.22222222222223,0.16760828625235405,0.851123595505618,0.0898876404494382,0.05898876404494382,0,0,8643.831460674159,"Not Eligible",
"Andover Public Schools","WEST ELEMENTARY",616,591,56,11,67,64.28084415584415,0.10876623376623376,526.7191558441558,16,4254,529,104,633,4887,305.4375,0.5168147208121827,39.5625,0.6154632926736875,265.875,0.5047756419146949,18,552,160,23,0,0,183,735,40.833333333333336,0.06909193457416808,10.166666666666666,0.15816012997617665,30.666666666666668,0.05822204551782095,29.395833333333336,0.25697735650342285,0.25,148,107.16666666666666,0.2759009009009009,0.7510204081632653,0.21768707482993196,0.031292517006802724,0,0,11491.32857142857,"Not Eligible",
"Andover Public Schools","WOODHILL MIDDLE SCHOOL",425,408,35,13,48,46.08,0.11294117647058824,361.91999999999996,18,3404,419,145,564,3968,220.44444444444446,0.5403050108932462,31.333333333333332,0.6799768518518519,189.11111111111111,0.5225218587287553,18,352,150,19,0,0,169,521,28.944444444444443,0.07094226579520697,9.38888888888889,0.2037519290123457,19.555555555555557,0.05403281265350232,21.944444444444443,0.299645390070922,0.25,102,73.05555555555556,0.2837690631808279,0.6756238003838771,0.28790786948176583,0.036468330134357005,0,0,8994.246641074857,"Not Eligible",
"Argosy Collegiate Charter School","ARGOSY COLLEGIATE CHARTER",398,374,271,0,271,254.65829145728642,0.6809045226130653,119.34170854271356,19,1277,2739,0,2739,4016,211.3684210526316,0.5651562060230791,144.1578947368421,0.5660836484525836,67.21052631578948,0.5631771753270498,19,865,0,0,1856,0,1856,2721,143.21052631578948,0.382915845764143,97.6842105263158,0.383589357987585,45.526315789473685,0.3814786661377432,46.473684210526315,0.6776195691858342,0.8,299,155.78947368421052,0.47896497095581764,0.31789783167952956,0,0,0.6821021683204704,0,36912.72697731097,Enrolled,
"Arlington Public Schools","ARLINGTON HIGH SCHOOL",1316,1236,201,25,226,212.26139817629178,0.1717325227963526,1023.7386018237082,18,5701,1623,227,1850,7551,419.5,0.33940129449838186,102.77777777777777,0.4842038103057091,316.72222222222223,0.3093780205786975,18,422,490,31,0,0,521,943,52.388888888888886,0.042385832434376124,28.944444444444443,0.13636226225366185,23.444444444444443,0.022900811205790274,73.83333333333333,0.28162162162162163,0.25,309,256.6111111111111,0.1695433297375045,0.44750795334040294,0.5196182396606575,0.032873806998939555,0,0,43660.08112407211,"Not Eligible",
"Arlington Public Schools",BRACKETT,484,466,19,4,23,22.144628099173556,0.047520661157024795,443.85537190082647,18,2684,218,66,284,2968,164.88888888888889,0.35383881735813066,15.777777777777779,0.7124878190375484,149.11111111111111,0.3359452662982031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.777777777777779,0,0.25,117,117,0,0,0,0,0,0,0,"Not Eligible",
"Arlington Public Schools","CYRUS E DALLIN",482,467,17,12,29,28.097510373443985,0.06016597510373444,438.902489626556,18,3306,191,121,312,3618,201,0.430406852248394,17.333333333333332,0.6168992591498682,183.66666666666666,0.4184680447425601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.333333333333332,0,0.25,117,117,0,0,0,0,0,0,0,"Not Eligible",
"Arlington Public Schools",HARDY,454,436,41,13,54,51.859030837004404,0.11894273127753303,384.1409691629956,18,2141,449,138,587,2728,151.55555555555554,0.3476044852191641,32.611111111111114,0.6288415071544532,118.94444444444444,0.3096374872579001,18,196,175,38,0,0,213,409,22.72222222222222,0.05211518858307849,11.833333333333334,0.2281826933967607,10.88888888888889,0.028346075433231397,20.77777777777778,0.3628620102214651,0.25,109,86.27777777777777,0.20846075433231395,0.4792176039119804,0.4278728606356968,0.09290953545232274,0,0,14392.778728606356,"Not Eligible",
"Arlington Public Schools","JOHN A. BISHOP SCHOOL",415,393,31,6,37,35.03855421686747,0.0891566265060241,357.96144578313255,18,2477,389,44,433,2910,161.66666666666666,0.4113655640373197,24.055555555555557,0.6865453239499042,137.61111111111111,0.38442997907233134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.055555555555557,0,0.25,98,98,0,0,0,0,0,0,0,"Not Eligible",
"Arlington Public Schools","M. NORCROSS STRATTON",412,397,40,6,46,44.3252427184466,0.11165048543689321,352.6747572815534,18,2343,479,79,558,2901,161.16666666666666,0.40596137699412255,31,0.6993757529295805,130.16666666666666,0.36908416034649666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0.25,99,99,0,0,0,0,0,0,0,"Not Eligible",
"Arlington Public Schools","OTTOSON MIDDLE SCHOOL",1256,1198,144,20,164,156.42675159235668,0.1305732484076433,1041.5732484076432,18,5428,1672,200,1872,7300,405.55555555555554,0.3385271749211649,104,0.6648479172604748,301.55555555555554,0.2895192978665433,18,176,333,23,0,0,356,532,29.555555555555557,0.024670747542199965,19.77777777777778,0.12643475349611594,9.777777777777779,0.009387508552784014,84.22222222222223,0.1901709401709402,0.25,300,270.44444444444446,0.09851851851851852,0.3308270676691729,0.6259398496240601,0.043233082706766915,0,0,52697.01503759398,"Not Eligible",
"Arlington Public Schools",PEIRCE,305,295,23,6,29,28.04918032786885,0.09508196721311475,266.95081967213116,18,1679,276,74,350,2029,112.72222222222223,0.38210922787193974,19.444444444444443,0.693226832911228,93.27777777777777,0.34941933458882607,18,162,121,21,0,0,142,304,16.88888888888889,0.05725047080979284,7.888888888888889,0.2812520293525554,9,0.03371407516580693,11.555555555555554,0.40571428571428575,0.25,74,57.111111111111114,0.22822822822822825,0.5328947368421053,0.3980263157894737,0.06907894736842106,0,0,8819.157894736843,"Not Eligible",
"Arlington Public Schools",THOMPSON,488,467,100,8,108,103.35245901639344,0.22131147540983606,363.6475409836066,18,2640,1370,113,1483,4123,229.05555555555554,0.4904829883416607,82.38888888888889,0.7971642830077281,146.66666666666666,0.4033209361734099,18,309,0,0,544,15,559,868,48.22222222222222,0.1032595764929812,31.055555555555557,0.30048201901639926,17.166666666666668,0.04720688230211503,51.33333333333333,0.37693863789615645,0.25,117,68.77777777777777,0.4121557454890788,0.35599078341013823,0,0,0.6267281105990783,0.01728110599078341,15657.704838709673,"Not Eligible",
Ashburnham-Westminster,"JOHN R. BRIGGS ELEMENTARY",482,461,97,27,124,118.597510373444,0.2572614107883817,342.402489626556,19,2822,1227,298,1525,4347,228.78947368421052,0.4962895307683525,80.26315789473684,0.6767693321891951,148.52631578947367,0.43377697385163605,20,450,520,73,0,0,593,1043,52.15,0.1131236442516269,29.65,0.25000524805821844,22.5,0.06571213902252815,50.61315789473684,0.36940983606557376,0.25,115,62.85,0.4534782608695652,0.4314477468839885,0.49856184084372,0.06999041227229147,0,0,11028.276845637583,"Not Eligible",
Ashburnham-Westminster,"MEETINGHOUSE SCHOOL",165,157,27,3,30,28.545454545454547,0.18181818181818182,128.45454545454547,18,1179,331,47,378,1557,86.5,0.5509554140127388,21,0.7356687898089171,65.5,0.5099079971691436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0.25,39,39,0,0,0,0,0,0,0,"Not Eligible",
Ashburnham-Westminster,"OAKMONT REGIONAL HIGH SCHOOL",715,682,107,30,137,130.6769230769231,0.1916083916083916,551.323076923077,19,3809,1114,278,1392,5201,273.7368421052632,0.40137366877604574,73.26315789473684,0.5606434263195071,200.47368421052633,0.36362287849325287,20,1028,676,101,0,0,777,1805,90.25,0.13233137829912023,38.85,0.297298092771368,51.4,0.09323027123562896,34.413157894736834,0.5302801724137932,0.25,171,80.75,0.5277777777777778,0.5695290858725762,0.3745152354570637,0.05595567867036011,0,0,11799.923684210526,"Not Eligible",
Ashburnham-Westminster,"OVERLOOK MIDDLE SCHOOL",575,551,91,31,122,116.90782608695652,0.21217391304347827,434.0921739130435,19,3769,1069,370,1439,5208,274.10526315789474,0.4974687171649632,75.73684210526316,0.6478338075410777,198.3684210526316,0.4569730416111311,20,285,198,35,0,0,233,518,25.9,0.047005444646098,11.65,0.09965115587158967,14.25,0.032827129481616805,64.08684210526316,0.15382209867963864,0.25,138,112.1,0.18768115942028984,0.5501930501930502,0.38223938223938225,0.06756756756756757,0,0,16900.04884169884,"Not Eligible",
Ashburnham-Westminster,"WESTMINSTER ELEMENTARY",382,365,98,22,120,114.65968586387434,0.31413612565445026,250.34031413612564,19,2504,1297,276,1573,4077,214.57894736842104,0.5878875270367699,82.78947368421052,0.7220451814467675,131.78947368421052,0.5264412731085268,19,299,636,80,0,0,716,1015,53.421052631578945,0.14635904830569574,37.68421052631579,0.3286613794760875,15.736842105263158,0.06286179738795908,45.10526315789473,0.45518118245390976,0.5,183,129.57894736842104,0.2919183203911418,0.29458128078817736,0.6266009852216748,0.07881773399014778,0,0,26470.106507648426,"Not Eligible",
"Ashland Public Schools","WILLIAM PITTAWAY SCHOOL",40,38,10,2,12,11.399999999999999,0.3,26.599999999999998,18,257,31,7,38,295,16.38888888888889,0.43128654970760233,2.111111111111111,0.1851851851851852,14.277777777777779,0.5367585630743527,18,0,18,0,0,0,18,18,1,0.02631578947368421,1,0.08771929824561404,0,0,1.1111111111111112,0.47368421052631576,0.5,19,18,0.05263157894736842,0,1,0,0,0,4698,"Near Eligible",
"Ashland Public Schools","ASHLAND HIGH SCHOOL",768,734,110,27,137,130.93489583333331,0.17838541666666666,603.0651041666666,18,4272,1329,289,1618,5890,327.22222222222223,0.4458068422646079,89.88888888888889,0.6865159079005815,237.33333333333334,0.3935451275385725,18,1466,698,174,0,0,872,2338,129.88888888888889,0.17696033908567968,48.44444444444444,0.36998879585247657,81.44444444444444,0.13505083262442585,41.44444444444444,0.5389369592088998,0.25,184,54.111111111111114,0.7059178743961353,0.6270316509837468,0.2985457656116339,0.07442258340461934,0,0,7317.081266039351,"Not Eligible",
"Ashland Public Schools","ASHLAND MIDDLE SCHOOL",602,582,104,27,131,126.64784053156146,0.21760797342192692,455.3521594684385,18,3151,1308,314,1622,4773,265.1666666666667,0.4556128293241696,90.11111111111111,0.7115092585305854,175.05555555555554,0.38443993712450825,18,435,397,82,0,0,479,914,50.77777777777778,0.08724704085528828,26.61111111111111,0.21011894872758963,24.166666666666668,0.05307247624537007,63.5,0.29531442663378543,0.25,146,95.22222222222223,0.34779299847793,0.4759299781181619,0.43435448577680524,0.08971553610503283,0,0,15933.26148796499,"Not Eligible",
"Ashland Public Schools","DAVID MINDESS SCHOOL",647,623,116,31,147,141.54714064914992,0.22720247295208656,481.4528593508501,18,4051,1600,375,1975,6026,334.77777777777777,0.5373640092741216,109.72222222222223,0.7751638197636822,225.05555555555554,0.4674508649901908,18,744,562,99,0,0,661,1405,78.05555555555556,0.12528981630105226,36.72222222222222,0.2594345746145792,41.333333333333336,0.08585125735687534,73,0.33468354430379743,0.25,156,77.94444444444444,0.5003561253561254,0.5295373665480427,0.4,0.0704626334519573,0,0,12096.256583629895,"Not Eligible",
"Ashland Public Schools","HENRY E WARREN ELEM",585,558,79,17,96,91.56923076923077,0.1641025641025641,466.4307692307693,18,3573,917,167,1084,4657,258.72222222222223,0.4636598964555954,60.22222222222222,0.6576687574671446,198.5,0.4255722672999538,18,96,187,34,0,0,221,317,17.61111111111111,0.031561131023496614,12.277777777777779,0.13408191457586618,5.333333333333333,0.011434351430393385,47.94444444444444,0.20387453874538747,0.25,140,122.38888888888889,0.1257936507936508,0.3028391167192429,0.5899053627760252,0.10725552050473186,0,0,24980.074132492115,"Not Eligible",
"Assabet Valley Regional Vocational S. D.","ASSABET VALLEY REG VOC HS",1119,1047,348,109,457,427.5951742627346,0.40840035746201964,619.4048257372654,18,5253,4611,1176,5787,11040,613.3333333333334,0.585800700413881,321.5,0.7518793928260175,291.8333333333333,0.47115121033480784,19,2960,0,0,3246,759,4005,6965,366.57894736842104,0.3501231589001156,210.78947368421052,0.4929650435079315,155.78947368421052,0.2515147884080131,110.71052631578948,0.6556437750675288,0.5,524,157.42105263157896,0.6995781438328645,0.42498205312275666,0,0,0.46604450825556354,0.10897343862167982,33704.53672119999,"Not Eligible",
"Athol-Royalston Regional School District","ATHOL COMMUNITY ELEMENTARY SCHOOL",621,571,510,0,510,468.93719806763283,0.821256038647343,102.06280193236715,20,1416,6539,0,6539,7955,397.75,0.696584938704028,326.95,0.6972148964664675,70.8,0.6936905381739007,20,1592,7353,0,0,0,7353,8945,447.25,0.7832749562171629,367.65,0.7840069022355002,79.6,0.7799119609977753,0,1.1244838660345617,0.8,457,9.75,0.9786652078774617,0.17797652319731694,0.8220234768026831,0,0,0,2185.548882057015,Enrolled,
"Athol-Royalston Regional School District","ATHOL ROYALSTON REGIONAL HIGH",353,307,265,0,265,230.46742209631728,0.7507082152974505,76.53257790368272,20,1413,3043,0,3043,4456,222.8,0.7257328990228014,152.15,0.6601800749800258,70.65,0.9231362896061593,20,481,0,0,1036,0,1036,1517,75.85,0.24706840390879478,51.8,0.224760617048737,24.05,0.3142452620669233,100.35000000000001,0.34045349983568846,0.8,246,170.15,0.3083333333333333,0.3170731707317073,0,0,0.6829268292682927,0,40352.94000000001,Enrolled,
"Athol-Royalston Regional School District","ROYALSTON COMMUNITY SCHOOL",138,130,80,0,80,75.3623188405797,0.5797101449275363,54.63768115942029,20,585,1261,0,1261,1846,92.3,0.71,63.05,0.8366250000000001,29.25,0.5353448275862069,20,622,0,0,1340,0,1340,1962,98.1,0.7546153846153846,67,0.8890384615384617,31.1,0.5692042440318302,0,1.062648691514671,0.5,65,0,1,0.31702344546381245,0,0,0.6829765545361876,0,0,Enrolled,
"Athol-Royalston Regional School District","ATHOL ROYALSTON MIDDLE SCHOOL",396,362,262,0,262,239.50505050505052,0.6616161616161617,122.4949494949495,20,1697,3655,0,3655,5352,267.6,0.7392265193370167,182.75,0.7630319261102442,84.85,0.692681619526676,20,843,0,0,1817,0,1817,2660,133,0.3674033149171271,90.85,0.3793239424739572,42.15,0.3440958192463099,91.9,0.4971272229822161,0.8,290,157,0.4586206896551724,0.3169172932330827,0,0,0.6830827067669173,0,37240.836766917295,"Not Eligible",
"Atlantis Charter School","ATLANTIS CHARTER MIDDLE SCHOOL",460,426,225,56,281,260.2304347826087,0.6108695652173913,165.7695652173913,18,1251,2875,619,3494,4745,263.6111111111111,0.6188054251434533,194.11111111111111,0.7459200968298256,69.5,0.41925669473076826,18,4,0,0,74,11,85,89,4.944444444444445,0.011606677099634847,4.722222222222222,0.018146310312116536,0.2222222222222222,0.0013405489839512974,189.38888888888889,0.024327418431597022,0.8,341,336.05555555555554,0.014499837080482242,0.0449438202247191,0,0,0.8314606741573034,0.12359550561797752,106469.19662921349,Eligible,
"Atlantis Charter School","ATLANTIS CHARTER ELEMENTARY",749,713,362,87,449,427.4192256341789,0.5994659546061415,285.58077436582107,18,2307,4923,1009,5932,8239,457.72222222222223,0.6419666510830606,329.55555555555554,0.7710358724893127,128.16666666666666,0.4487930497117033,18,140,0,0,602,51,653,793,44.05555555555556,0.06178899797413122,36.27777777777778,0.08487633592979117,7.777777777777778,0.027234948833826815,293.27777777777777,0.1100809170600135,0.8,570,525.9444444444445,0.07729044834307992,0.17654476670870115,0,0,0.7591424968474149,0.06431273644388398,146382.7413619168,"Near Eligible",
"Attleboro Public Schools","WILLETT ELEMENTARY SCHOOL",431,409,190,31,221,209.71925754060325,0.5127610208816705,199.28074245939675,18,1465,2505,389,2894,4359,242.16666666666666,0.5920945395273023,160.77777777777777,0.7666333538618882,81.38888888888889,0.40841321587042856,18,188,0,0,806,123,929,1117,62.05555555555556,0.1517250747079598,51.611111111111114,0.24609619410424818,10.444444444444445,0.05241070620043725,109.16666666666666,0.32100898410504497,0.5,205,142.94444444444446,0.302710027100271,0.1683079677708147,0,0,0.7215756490599821,0.11011638316920322,40454.14798567592,Eligible,
"Attleboro Public Schools","ATTLEBORO HIGH SCHOOL",1671,1587,514,123,637,604.9784560143627,0.3812088569718731,982.0215439856373,16,5476,5521,1165,6686,12162,760.125,0.4789697542533081,417.875,0.6907270760565386,342.25,0.3485157755408731,18,377,0,0,1935,299,2234,2611,145.05555555555554,0.09140236644962542,124.11111111111111,0.20514963777183598,20.944444444444443,0.021327886921339037,293.7638888888889,0.2970053511483365,0.5,794,648.9444444444445,0.18268961656870975,0.14438912294140177,0,0,0.7410953657602452,0.11451551129835312,187972.3878207583,"Near Eligible",
"Attleboro Public Schools","BRENNAN MIDDLE SCHOOL",596,566,240,45,285,270.6543624161074,0.47818791946308725,295.3456375838926,18,2579,3340,669,4009,6588,366,0.6466431095406361,222.72222222222223,0.8229027614186625,143.27777777777777,0.48511899126012953,18,202,0,0,1050,189,1239,1441,80.05555555555556,0.14144091087553987,68.83333333333333,0.25432190606079386,11.222222222222221,0.03799691207233275,153.8888888888889,0.3090546270890496,0.5,283,202.94444444444446,0.28288182175107973,0.14018043025676613,0,0,0.7286606523247745,0.1311589174184594,59196.09181124219,"Near Eligible",
"Attleboro Public Schools","HILL-ROBERTS ELEMENTARY",461,438,165,30,195,185.2711496746204,0.4229934924078091,252.7288503253796,18,1705,2066,324,2390,4095,227.5,0.519406392694064,132.77777777777777,0.716667317123938,94.72222222222223,0.3747978202736675,18,248,0,0,747,92,839,1087,60.388888888888886,0.13787417554540843,46.611111111111114,0.2515832129987381,13.777777777777779,0.05451604658526072,86.16666666666666,0.35104602510460253,0.5,219,158.61111111111111,0.27574835109081686,0.2281508739650414,0,0,0.68721251149954,0.08463661453541858,42123.98850045998,"Near Eligible",
"Attleboro Public Schools","HYMAN FINE ELEMENTARY",482,458,167,39,206,195.7427385892116,0.42738589211618255,262.2572614107884,18,1149,2064,409,2473,3622,201.22222222222223,0.4393498301795245,137.38888888888889,0.7018849837245564,63.833333333333336,0.24339967934518913,18,229,0,0,755,143,898,1127,62.611111111111114,0.13670548277535177,49.888888888888886,0.254869678683644,12.722222222222221,0.04851046698872786,87.5,0.3631217145167812,0.5,229,166.38888888888889,0.27341096555070354,0.20319432120674358,0,0,0.6699201419698314,0.12688553682342502,45682.91836734694,"Near Eligible",
"Attleboro Public Schools","Network Secondary Program",16,15,10,2,12,11.25,0.75,3.75,16,0,55,6,61,61,3.8125,0.25416666666666665,3.8125,0.3388888888888889,0,0,18,0,0,0,58,0,58,58,3.2222222222222223,0.21481481481481482,3.2222222222222223,0.28641975308641976,0,0,0.5902777777777777,0.8451730418943534,0.8,12,8.777777777777779,0.26851851851851855,0,0,0,1,0,2828.2000000000003,"Near Eligible",
"Attleboro Public Schools","PETER THACHER ELEMENTARY",647,615,251,44,295,280.4095826893354,0.4559505409582689,334.59041731066463,18,1302,2385,386,2771,4073,226.27777777777777,0.36793134598012645,153.94444444444446,0.5489985148439055,72.33333333333333,0.21618471298349343,18,146,0,0,841,71,912,1058,58.77777777777778,0.09557362240289069,50.666666666666664,0.1806880712874925,8.11111111111111,0.024241910979715856,103.2777777777778,0.32912306026705157,0.5,308,249.22222222222223,0.19083694083694083,0.13799621928166353,0,0,0.7948960302457467,0.0671077504725898,71978.67561436673,"Near Eligible",
